CVE_ID,Descripcion,CVSS_Score,Vector_Ataque,Severidad,CWE,Software,Fecha_Publicacion,Fecha_Ultima_Modificacion,Dias_Desde_Publicacion
CVE-1999-1301,"A design flaw in the Z-Modem protocol allows the remote sender of a file to execute arbitrary programs on the client, as implemented in rz in the rzsz module of FreeBSD before 2.1.5, and possibly other programs.",7.5,NETWORK,Alta,Sin clasificar,Freebsd Freebsd,1996-07-16,2026-06-16,10928
CVE-1999-1572,"cpio on FreeBSD 2.1.0, Debian GNU/Linux 3.0, and possibly other operating systems, uses a 0 umask when creating files using the -O (archive) or -F options, which creates the files with mode 0666 and allows local users to read or overwrite those files.",2.1,LOCAL,Baja,Sin clasificar,Debian Debian linux,1996-07-16,2026-06-16,10928
CVE-1999-0023,"Local user gains root privileges via buffer overflow in rdist, via lookup() function.",7.2,LOCAL,Alta,Sin clasificar,Inet Inet,1996-07-24,2026-06-16,10920
CVE-1999-0135,admintool in Solaris allows a local user to write to arbitrary files and gain root access.,7.2,LOCAL,Alta,Sin clasificar,Sun Solaris,1996-07-25,2026-06-16,10919
CVE-1999-0136,Kodak Color Management System (KCMS) on Solaris allows a local user to write to arbitrary files and gain root access.,7.2,LOCAL,Alta,Sin clasificar,Sun Sunos,1996-07-31,2026-06-16,10913
CVE-1999-1413,"Solaris 2.4 before kernel jumbo patch -35 allows set-gid programs to dump core even if the real user id is not in the set-gid group, which allows local users to overwrite or create files at higher privileges by causing a core dump, e.g. through dmesg.",4.6,LOCAL,Media,Sin clasificar,Sun Solaris,1996-08-03,2026-06-16,10910
CVE-1999-0134,vold in Solaris 2.x allows local users to gain root access.,7.2,LOCAL,Alta,Sin clasificar,Sun Sunos,1996-08-06,2026-06-16,10907
CVE-1999-0133,fm_fls license server for Adobe Framemaker allows local users to overwrite arbitrary files and gain root access.,2.1,LOCAL,Baja,Sin clasificar,Adobe Framemaker,1996-08-14,2026-06-16,10899
CVE-1999-0132,"Expreserve, as used in vi and ex, allows local users to overwrite arbitrary files and gain root access.",2.1,LOCAL,Baja,Sin clasificar,Hp Hp-ux,1996-08-15,2026-06-16,10898
CVE-1999-0085,Buffer overflow in rwhod on AIX and other operating systems allows remote attackers to execute arbitrary code via a UDP packet with a long hostname.,7.5,NETWORK,Alta,Sin clasificar,Freebsd Freebsd,1996-08-21,2026-06-16,10892
CVE-1999-1187,Pine before version 3.94 allows local users to gain privileges via a symlink attack on a lockfile that is created when a user receives new mail.,4.6,LOCAL,Media,Sin clasificar,University of washington Pine,1996-08-26,2026-06-16,10887
CVE-1999-1309,Sendmail before 8.6.7 allows local users to gain root access via a large value in the debug (-d) command line option.,7.2,LOCAL,Alta,Sin clasificar,Sendmail Sendmail,1996-08-30,2026-06-16,10883
CVE-1999-0324,ppl program in HP-UX allows local users to create root files through symlinks.,7.2,LOCAL,Alta,Sin clasificar,Hp Hp-ux,1996-09-01,2026-06-16,10881
CVE-1999-1252,Vulnerability in a certain system call in SCO UnixWare 2.0.x and 2.1.0 allows local users to access arbitrary files and gain root privileges.,7.2,LOCAL,Alta,Sin clasificar,Sco Unixware,1996-09-04,2026-06-16,10878
CVE-1999-0131,Buffer overflow and denial of service in Sendmail 8.7.5 and earlier through GECOS field gives root access to local users.,7.2,LOCAL,Alta,Sin clasificar,Eric allman Sendmail,1996-09-11,2026-06-16,10871
CVE-1999-1383,"(1) bash before 1.14.7, and (2) tcsh 6.05 allow local users to gain privileges via directory names that contain shell metacharacters (` back-tick), which can cause the commands enclosed in the directory name to be executed when the shell expands filenames using the \w option in the PS1 variable.",4.6,LOCAL,Media,CWE-264,Gnu Bash,1996-09-13,2026-06-16,10869
CVE-1999-1295,"Transarc DCE Distributed File System (DFS) 1.1 for Solaris 2.4 and 2.5 does not properly initialize the grouplist for users who belong to a large number of groups, which could allow those users to gain access to resources that are protected by DFS.",4.6,LOCAL,Media,Sin clasificar,Transarc Dce distributed file system,1996-09-17,2026-06-16,10865
CVE-1999-0116,"Denial of service when an attacker sends many SYN packets to create multiple connections without ever sending an ACK to complete the connection, aka SYN flood.",5,NETWORK,Media,Sin clasificar,Ibm Aix,1996-09-19,2026-06-16,10863
CVE-1999-0961,HPUX sysdiag allows local users to gain root privileges via a symlink attack during log file creation.,6.2,LOCAL,Media,Sin clasificar,Hp Hp-ux,1996-09-21,2026-06-16,10861
CVE-1999-0206,MIME buffer overflow in Sendmail 8.8.0 and 8.8.1 gives root access.,10,NETWORK,Crítica,Sin clasificar,Eric allman Sendmail,1996-10-01,2026-06-16,10851
CVE-1999-0246,HP Remote Watch allows a remote user to gain root access.,10,NETWORK,Crítica,Sin clasificar,Hp Hp-ux,1996-10-01,2026-06-16,10851
CVE-1999-0308,HP-UX gwind program allows users to modify arbitrary files.,4.6,LOCAL,Media,Sin clasificar,Hp Hp-ux,1996-10-01,2026-06-16,10851
CVE-1999-0319,Buffer overflow in xmcd 2.1 allows local users to gain access through a user resource setting.,7.2,LOCAL,Alta,Sin clasificar,Desconocido,1996-10-01,2026-06-16,10851
CVE-1999-0234,Bash treats any character with a value of 255 as a command separator.,4.6,LOCAL,Media,Sin clasificar,Yggdrasil Linux,1996-10-08,2026-06-16,10844
CVE-1999-0075,PASV core dump in wu-ftpd daemon when attacker uses a QUOTE PASV command after specifying a username and password.,5,NETWORK,Media,Sin clasificar,Washington university Wu-ftpd,1996-10-16,2026-06-16,10836
CVE-1999-0032,"Buffer overflow in lpr, as used in BSD-based systems including Linux, allows local users to execute arbitrary code as root via a long -C (classification) command line option.",7.2,LOCAL,Alta,Sin clasificar,Sgi Irix,1996-10-25,2026-06-16,10827
CVE-1999-0277,The WorkMan program can be used to overwrite any file to get root access.,7.2,LOCAL,Alta,Sin clasificar,Sun Sunos,1996-10-28,2026-06-16,10824
CVE-1999-1384,"Indigo Magic System Tour in the SGI system tour package (systour) for IRIX 5.x through 6.3 allows local users to gain root privileges via a Trojan horse .exitops program, which is called by the inst command that is executed by the RemoveSystemTour program.",7.2,LOCAL,Alta,Sin clasificar,Sgi Irix,1996-10-30,2026-06-16,10822
CVE-1999-0311,fpkg2swpk in HP-UX allows local users to gain root access.,7.2,LOCAL,Alta,Sin clasificar,Hp Hp-ux,1996-11-01,2026-06-16,10820
CVE-1999-0336,Buffer overflow in mstm in HP-UX allows local users to gain root access.,7.2,LOCAL,Alta,Sin clasificar,Hp Hp-ux,1996-11-01,2026-06-16,10820
CVE-1999-1161,Vulnerability in ppl in HP-UX 10.x and earlier allows local users to gain root privileges by forcing ppl to core dump.,7.2,LOCAL,Alta,Sin clasificar,Hp Hp-ux,1996-11-03,2026-06-16,10818
CVE-1999-0130,Local users can start Sendmail in daemon mode and gain root privileges.,7.2,LOCAL,Alta,Sin clasificar,Caldera Network desktop,1996-11-16,2026-06-16,10805
CVE-1999-1221,dxchpwd in Digital Unix (OSF/1) 3.x allows local users to modify arbitrary files via a symlink attack on the dxchpwd.log file.,2.1,LOCAL,Baja,Sin clasificar,Digital Unix,1996-11-17,2026-06-16,10804
CVE-1999-1099,Kerberos 4 allows remote attackers to obtain sensitive information via a malformed UDP packet that generates an error string that inadvertently includes the realm name and the last user.,5,NETWORK,Media,Sin clasificar,Kth Kth kerberos,1996-11-22,2026-06-16,10799
CVE-1999-1240,Buffer overflow in cddbd CD database server allows remote attackers to execute arbitrary commands via a long log message.,7.5,NETWORK,Alta,Sin clasificar,Gracenote Cddbd,1996-11-26,2026-06-16,10795
CVE-1999-0050,Buffer overflow in HP-UX newgrp program.,7.2,LOCAL,Alta,Sin clasificar,Hp Hp-ux,1996-12-01,2026-06-16,10790
CVE-1999-0044,fsdump command in IRIX allows local users to obtain root access by modifying sensitive files.,7.2,LOCAL,Alta,Sin clasificar,Sgi Irix,1996-12-03,2026-06-16,10788
CVE-1999-0129,Sendmail allows local users to write to a file and gain group permissions via a .forward or :include: file.,4.6,LOCAL,Media,Sin clasificar,Eric allman Sendmail,1996-12-03,2026-06-16,10788
CVE-1999-0043,"Command execution via shell metachars in INN daemon (innd) 1.5 using ""newgroup"" and ""rmgroup"" control messages, and others.",9.8,NETWORK,Crítica,CWE-78,Isc Inn,1996-12-04,2026-06-16,10787
CVE-1999-1401,Vulnerability in Desktop searchbook program in IRIX 5.0.x through 6.2 sets insecure permissions for certain user files (iconbook and searchbook).,4.6,LOCAL,Media,Sin clasificar,Sgi Irix,1996-12-05,2026-06-16,10786
CVE-1999-0045,List of arbitrary files on Web host via nph-test-cgi script.,7.5,NETWORK,Alta,Sin clasificar,Apache Http server,1996-12-10,2026-06-16,10781
CVE-1999-0096,Sendmail decode alias can be used to overwrite sensitive files.,5,NETWORK,Media,Sin clasificar,Bsdi Bsd os,1996-12-10,2026-06-16,10781
CVE-1999-0101,"Buffer overflow in AIX and Solaris ""gethostbyname"" library call allows root access through corrupt DNS host names.",10,NETWORK,Crítica,Sin clasificar,Ibm Aix,1996-12-10,2026-06-16,10781
CVE-1999-0297,Buffer overflow in Vixie Cron library up to version 3.0 allows local users to obtain root access via a long environmental variable.,7.2,LOCAL,Alta,Sin clasificar,Paul vixie Vixie cron,1996-12-12,2026-06-16,10779
CVE-1999-1089,Buffer overflow in chfn command in HP-UX 9.X through 10.20 allows local users to gain privileges via a long command line argument.,7.2,LOCAL,Alta,Sin clasificar,Hp Hp-ux,1996-12-13,2026-06-16,10778
CVE-1999-0128,"Oversized ICMP ping packets can result in a denial of service, aka Ping o' Death.",5,NETWORK,Media,Sin clasificar,Digital Osf 1,1996-12-18,2026-06-16,10773
CVE-1999-0127,swinstall and swmodify commands in SD-UX package in HP-UX systems allow local users to create or overwrite arbitrary files to gain root access.,7.2,LOCAL,Alta,Sin clasificar,Hp Hp-ux,1996-12-19,2026-06-16,10772
CVE-1999-1385,Buffer overflow in ppp program in FreeBSD 2.1 and earlier allows local users to gain privileges via a long HOME environment variable.,7.2,LOCAL,Alta,Sin clasificar,Freebsd Freebsd,1996-12-19,2026-06-16,10772
CVE-1999-1026,aspppd on Solaris 2.5 x86 allows local users to modify arbitrary files and gain root privileges via a symlink attack on the /tmp/.asppp.fifo file.,7.2,LOCAL,Alta,Sin clasificar,Sun Solaris,1996-12-20,2026-06-16,10771
CVE-1999-0260,The jj CGI program allows command execution via shell metacharacters.,7.5,NETWORK,Alta,Sin clasificar,Renaud deraison Jj,1996-12-24,2026-06-16,10767
CVE-1999-1251,Vulnerability in direct audio user space code on HP-UX 10.20 and 10.10 allows local users to cause a denial of service.,2.1,LOCAL,Baja,Sin clasificar,Hp Hp-ux,1996-12-24,2026-06-16,10767
CVE-1999-0100,"Remote access in AIX innd 1.5.1, using control messages.",10,NETWORK,Crítica,Sin clasificar,Isc Inn,1997-01-01,2026-06-16,10759
CVE-1999-0163,"In older versions of Sendmail, an attacker could use a pipe character to execute root commands.",7.2,LOCAL,Alta,Sin clasificar,Eric allman Sendmail,1997-01-01,2026-06-16,10759
CVE-1999-0166,"NFS allows users to use a ""cd .."" command to access other directories besides the exported file system.",5,NETWORK,Media,Sin clasificar,Sun Nfs,1997-01-01,2026-06-16,10759
CVE-1999-0170,"Remote attackers can mount an NFS file system in Ultrix or OSF, even if it is denied on the access list.",7.5,NETWORK,Alta,Sin clasificar,Digital Ultrix,1997-01-01,2026-06-16,10759
CVE-1999-0171,Denial of service in syslog by sending it a large number of superfluous messages.,2.1,LOCAL,Baja,Sin clasificar,Linux Linux kernel,1997-01-01,2026-06-16,10759
CVE-1999-0173,FormMail CGI program can be used by web servers other than the host server that the program resides on.,5,NETWORK,Media,Sin clasificar,Matt wright Formmail,1997-01-01,2026-06-16,10759
CVE-1999-0178,Buffer overflow in the win-c-sample program (win-c-sample.exe) in the WebSite web server 1.1e allows remote attackers to execute arbitrary code via a long query string.,7.5,NETWORK,Alta,Sin clasificar,Oreilly Oreilly website,1997-01-01,2026-06-16,10759
CVE-1999-0179,"Windows NT crashes or locks up when a Samba client executes a ""cd .."" command on a file share.",5,NETWORK,Media,CWE-17,Microsoft Windows 95,1997-01-01,2026-06-16,10759
CVE-1999-0180,in.rshd allows users to login with a NULL username and execute commands.,7.5,NETWORK,Alta,Sin clasificar,Desconocido,1997-01-01,2026-06-16,10759
CVE-1999-0201,"A quote cwd command on FTP servers can reveal the full path of the home directory of the ""ftp"" user.",6.4,NETWORK,Media,Sin clasificar,Ftp Ftp,1997-01-01,2026-06-16,10759
CVE-1999-0202,"The GNU tar command, when used in FTP sessions, may allow an attacker to execute arbitrary commands.",7.5,NETWORK,Alta,Sin clasificar,University of washington Wu-ftpd,1997-01-01,2026-06-16,10759
CVE-1999-0204,"Sendmail 8.6.9 allows remote attackers to execute root commands, using ident.",10,NETWORK,Crítica,Sin clasificar,Eric allman Sendmail,1997-01-01,2026-06-16,10759
CVE-1999-0217,Malicious option settings in UDP packets could force a reboot in SunOS 4.1.3 systems.,5,NETWORK,Media,Sin clasificar,Sun Sunos,1997-01-01,2026-06-16,10759
CVE-1999-0236,ScriptAlias directory in NCSA and Apache httpd allowed attackers to read CGI programs.,7.5,NETWORK,Alta,Sin clasificar,Apache Http server,1997-01-01,2026-06-16,10759
CVE-1999-0249,Windows NT RSHSVC program allows remote users to execute arbitrary commands.,7.2,LOCAL,Alta,Sin clasificar,Microsoft Windows 2000,1997-01-01,2026-06-16,10759
CVE-1999-0251,Denial of service in talk program allows remote attackers to disrupt a user's display.,5,NETWORK,Media,Sin clasificar,Talkd Talkd,1997-01-01,2026-06-16,10759
CVE-1999-0252,Buffer overflow in listserv allows arbitrary command execution.,7.5,NETWORK,Alta,Sin clasificar,Lsoft Listserv,1997-01-01,2026-06-16,10759
CVE-1999-0253,IIS 3.0 with the iis-fix hotfix installed allows remote intruders to read source code for ASP programs by using a %2e instead of a . (dot) in the URL.,7.5,NETWORK,Alta,Sin clasificar,Microsoft Internet information server,1997-01-01,2026-06-16,10759
CVE-1999-0265,ICMP redirect messages may crash or lock up a host.,5,NETWORK,Media,CWE-20,Microware Os-9,1997-01-01,2026-06-16,10759
CVE-1999-0274,Denial of service in Windows NT DNS servers through malicious packet which contains a response to a query that wasn't made.,5,NETWORK,Media,Sin clasificar,Microsoft Windows nt,1997-01-01,2026-06-16,10759
CVE-1999-0345,Jolt ICMP attack causes a denial of service in Windows 95 and Windows NT systems.,5,NETWORK,Media,Sin clasificar,Freebsd Freebsd,1997-01-01,2026-06-16,10759
CVE-1999-0496,"A Windows NT 4.0 user can gain administrative rights by forcing NtOpenProcessToken to succeed regardless of the user's permissions, aka GetAdmin.",7.2,LOCAL,Alta,CWE-264,Microsoft Windows nt,1997-01-01,2026-06-16,10759
CVE-1999-0499,NETBIOS share information may be published through SNMP registry keys in NT.,7.5,NETWORK,Alta,Sin clasificar,Microsoft Windows 2000,1997-01-01,2026-06-16,10759
CVE-1999-0503,A Windows NT local user or administrator account has a guessable password.,7.2,LOCAL,Alta,Sin clasificar,Microsoft Windows 2000,1997-01-01,2026-06-16,10759
CVE-1999-0504,"A Windows NT local user or administrator account has a default, null, blank, or missing password.",7.5,NETWORK,Alta,Sin clasificar,Microsoft Windows 2000,1997-01-01,2026-06-16,10759
CVE-1999-0510,A router or firewall allows source routed packets from arbitrary hosts.,7.5,NETWORK,Alta,Sin clasificar,Desconocido,1997-01-01,2026-06-16,10759
CVE-1999-0511,IP forwarding is enabled on a machine which is not a router or firewall.,9.1,NETWORK,Crítica,CWE-200,Microsoft Windows 2000,1997-01-01,2026-06-16,10759
CVE-1999-0517,"An SNMP community name is the default (e.g. public), null, or missing.",5.9,LOCAL,Media,CWE-200,Hp Hp-ux,1997-01-01,2026-06-16,10759
CVE-1999-0518,A NETBIOS/SMB share password is guessable.,7.5,NETWORK,Alta,Sin clasificar,Microsoft Windows 95,1997-01-01,2026-06-16,10759
CVE-1999-0519,"A NETBIOS/SMB share password is the default, null, or missing.",7.5,NETWORK,Alta,Sin clasificar,Microsoft Outlook,1997-01-01,2026-06-16,10759
CVE-1999-0521,An NIS domain name is easily guessable.,7.2,LOCAL,Alta,Sin clasificar,Desconocido,1997-01-01,2026-06-16,10759
CVE-1999-0525,IP traceroute is allowed from arbitrary hosts.,0,NETWORK,Baja,Sin clasificar,Desconocido,1997-01-01,2026-06-16,10759
